datetime,count_predicted
05-06-2012 5:00,25.73097508342796
19-03-2011 19:00,111.98856373855702
02-04-2012 6:00,84.25318178743441
13-07-2012 20:00,406.5534982890189
09-11-2011 19:00,291.16421789285357
10-03-2012 0:00,62.74253475471597
19-05-2011 13:00,118.70429606285482
01-05-2011 8:00,70.35256919565984
07-07-2012 8:00,130.64773877493798
07-05-2011 16:00,504.45912128711365
09-04-2011 11:00,153.15650146921
16-06-2011 04:00,6.905466244515162
13-07-2012 22:00,289.4795224999224
02-03-2012 14:00,246.56976178550713
18-05-2012 15:00,389.0679315558205
14-12-2011 22:00,91.32458749391175
17-02-2012 19:00,226.93177303526397
15-04-2012 18:00,437.8703852248781
06-10-2012 23:00,192.5265612959793
17-07-2012 00:00,38.6097460884456
13-09-2012 11:00,284.15282303571263
13-01-2012 07:00,197.62772063559024
11-08-2012 8:00,160.56621799884894
17-09-2011 08:00,103.5820285127874
04-11-2011 11:00,145.96472805774798
01-10-2011 11:00,160.77954630470333
03-03-2011 12:00,66.74943082912716
05-12-2012 19:00,378.4148058990875
18-06-2012 23:00,66.3322700920452
19-09-2012 18:00,852.6315755933531
08-11-2011 19:00,349.89369285865797
18-02-2011 13:00,138.82356902790193
07-11-2011 10:00,87.78859328343424
10-08-2011 14:00,170.95687562606906
02-05-2012 0:00,45.889090448435944
14-01-2011 14:00,60.20926449770757
17-07-2011 01:00,125.85170498695763
14-07-2011 15:00,191.56071538626534
04-03-2011 3:00,2.059638043115557
18-12-2012 15:00,232.05891929080283
14-12-2012 10:00,157.59480138777428
14-05-2011 03:00,23.74808256967415
19-03-2012 23:00,65.23866873863726
08-01-2011 5:00,0.9299751574690395
13-08-2011 06:00,20.56371223505753
04-08-2011 2:00,7.323891365430548
03-02-2012 5:00,17.68691611342216
16-12-2012 21:00,116.10533284317879
04-01-2011 9:00,65.4388447288679
06-04-2011 1:00,5.322152255273053
09-03-2012 11:00,186.29126730904707
12-10-2012 20:00,253.57089309013102
14-06-2011 20:00,327.65130583418716
06-12-2012 2:00,7.291738598470007
03-12-2012 2:00,7.848852789449111
10-07-2011 17:00,341.7780190937682
09-01-2012 22:00,53.63205357223674
10-01-2012 17:00,469.13008131055557
07-08-2012 4:00,6.248120159275203
17-01-2011 04:00,2.007357149490717
03-05-2011 15:00,159.2329717749693
08-04-2012 7:00,43.32866376447006
04-07-2011 5:00,16.06622236897113
13-01-2011 14:00,46.640945815344764
18-08-2012 23:00,227.96491047231595
11-12-2012 0:00,27.31521445409297
11-03-2012 9:00,163.40664286690372
18-03-2012 08:00,85.47759049870683
06-12-2011 3:00,3.3254105087780292
05-11-2011 14:00,329.6870049153257
10-10-2012 11:00,284.29377532385877
02-11-2011 20:00,203.06147876722176
18-07-2011 21:00,231.40394629421897
09-03-2011 15:00,64.7436167084457
10-12-2012 17:00,486.3322190046749
02-01-2011 20:00,37.473468972794834
01-10-2012 10:00,203.06265327818178
17-07-2012 14:00,192.04546989945618
07-03-2012 15:00,223.648965300408
09-02-2011 22:00,32.963028965120536
16-01-2011 01:00,21.81647827944109
19-02-2012 12:00,242.390138441523
09-02-2011 2:00,2.22816554054337
06-09-2011 9:00,191.13814656445678
11-06-2011 8:00,113.12273034931138
08-02-2011 2:00,2.134160746899908
15-08-2012 14:00,249.99064889614846
17-05-2011 12:00,91.46208855511699
03-04-2012 18:00,809.2450954824815
14-05-2011 07:00,17.95124885970441
06-01-2011 8:00,171.53449093814336
04-05-2011 22:00,105.84416529922858
14-08-2011 18:00,263.53642308271924
01-12-2012 18:00,308.6863653222888
11-01-2011 17:00,95.75080680712124
10-02-2011 17:00,161.16054521017585
08-02-2011 23:00,15.123804637314548
13-03-2011 04:00,3.7920557982177177
18-06-2012 15:00,226.98820637914238
16-04-2012 18:00,444.27391659750236
05-09-2011 10:00,190.42321440460373
17-09-2012 05:00,43.77153958809754
05-12-2011 19:00,274.1499343083645
10-01-2011 1:00,2.75632837019198
08-05-2012 8:00,609.6217813225538
08-07-2011 16:00,155.38085616966666
06-09-2012 7:00,496.65799673110064
06-11-2012 17:00,589.7993183956243
05-03-2012 20:00,145.34440109248465
01-10-2011 13:00,212.3059625075415
17-04-2011 14:00,272.6998552783144
18-08-2012 11:00,538.2200952174821
03-09-2012 22:00,157.88672098617005
13-03-2011 08:00,37.61551386745379
12-05-2011 8:00,528.8364080627338
10-10-2011 11:00,361.83206431779786
11-04-2012 10:00,142.603858723226
15-05-2011 09:00,128.03708422718373
06-10-2011 17:00,599.2200531199009
12-06-2011 7:00,42.32371006450966
15-04-2011 20:00,116.25598213356139
05-04-2012 14:00,217.91848328213288
13-04-2012 14:00,291.3595713009561
10-05-2012 8:00,757.9427983046896
02-02-2011 15:00,68.60499736555221
09-03-2011 9:00,104.2406109561613
19-05-2012 20:00,341.05461383747115
11-07-2012 18:00,809.3102703446768
18-04-2012 02:00,8.08851572774967
19-09-2012 13:00,283.87677143702297
04-11-2012 20:00,142.7747578507001
15-12-2012 11:00,453.73455833373424
08-04-2012 3:00,22.198274852711886
11-09-2011 0:00,84.15821076625849
16-12-2012 11:00,319.708466183804
03-03-2012 15:00,464.39601849190217
03-11-2011 12:00,184.5640891785836
15-01-2012 01:00,33.98132098602968
07-10-2011 1:00,16.18564090567348
07-11-2011 0:00,26.590484104910846
04-03-2011 18:00,192.99544446492033
14-03-2012 12:00,235.95426870140045
11-05-2012 4:00,5.627691838215204
16-12-2012 07:00,37.8367996925287
01-03-2011 11:00,65.08619804904943
12-01-2012 5:00,10.825470038211698
13-08-2011 21:00,126.41500273823218
19-11-2012 01:00,13.513385741917507
09-09-2012 12:00,702.1664886852254
06-09-2011 16:00,75.42752636687213
17-08-2012 14:00,319.42309630009044
16-08-2011 07:00,301.33712066575316
01-04-2011 6:00,21.80846485496775
03-06-2012 17:00,551.4760987636932
09-01-2012 17:00,193.31239776359635
18-10-2012 04:00,7.237998375943966
02-06-2012 21:00,306.66712799335914
02-12-2011 17:00,395.6615635201041
02-08-2012 14:00,262.97282379551723
03-12-2011 5:00,4.685362399573387
12-10-2012 19:00,320.2403474580975
02-05-2012 17:00,620.5908781474742
07-11-2012 14:00,178.54526076547504
05-04-2012 3:00,4.665054927659998
03-06-2012 12:00,651.4224636075004
01-04-2011 3:00,2.5204927618853215
04-01-2011 5:00,6.458422896423327
06-04-2012 3:00,6.158153280338899
09-07-2012 18:00,795.8973575272324
17-08-2012 22:00,124.05959677802522
17-11-2012 14:00,493.9229134793913
19-03-2012 21:00,219.58965030837078
05-01-2012 15:00,162.20793842796832
17-02-2011 03:00,2.262517851104633
